"region","crop","year","yield_hg_ha","yield_t_ha","rainfall_mm","avg_temp_c","pesticide_t"
"Brazil","Potatoes",1993,"146090","1460.9","1761","20.49","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","17.93","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","17.93","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","28.18","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","20.49","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","26.89","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","18.69","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","26.06","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","24.65","75658.33"
"Brazil","Potatoes",1993,"146090","1460.9","1761","25.41","75658.33"
"Brazil","Potatoes",1994,"144802","1448.02","1761","21.91","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","20.77","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","18.42","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","18.42","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","27.53","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","20.77","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","26.9","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","19.15","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","26.05","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","24.71","84312.78"
"Brazil","Potatoes",1994,"144802","1448.02","1761","25.42","84312.78"
"Brazil","Potatoes",1995,"152304","1523.04","1761","22.07","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","20.61","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","18.27","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","18.27","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","27.52","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","20.61","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","27.34","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","18.89","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","26.05","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","24.77","92967.22"
"Brazil","Potatoes",1995,"152304","1523.04","1761","25.65","92967.22"
"Brazil","Potatoes",1996,"146506","1465.06","1761","21.56","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","20.18","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","17.83","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","17.83","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","27.6","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","20.18","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","27.07","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","18.63","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","25.94","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","24.28","101621.67"
"Brazil","Potatoes",1996,"146506","1465.06","1761","25.45","101621.67"
"Brazil","Potatoes",1997,"152748","1527.48","1761","21.91","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","20.77","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","18.36","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","18.36","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","27.85","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","20.77","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","27.57","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","19.12","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","25.96","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","24.71","110276.11"
"Brazil","Potatoes",1997,"152748","1527.48","1761","25.2","110276.11"
"Brazil","Potatoes",1998,"156439","1564.39","1761","22.35","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","20.71","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","18.2","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","18.2","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","28.76","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","20.71","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","27.54","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","18.49","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","26.63","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","24.78","118930.56"
"Brazil","Potatoes",1998,"156439","1564.39","1761","26.08","118930.56"
"Brazil","Potatoes",1999,"164604","1646.04","1761","21.59","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","20.04","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","17.66","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","17.66","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","27.64","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","20.04","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","26.66","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","18.39","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","25.88","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","24.01","127585"
"Brazil","Potatoes",1999,"164604","1646.04","1761","25.32","127585"
"Brazil","Potatoes",2000,"171813","1718.13","1761","21.69","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","20.32","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","18.01","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","18.01","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","27.5","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","20.32","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","26.82","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","18.65","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","25.71","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","24.36","140423"
"Brazil","Potatoes",2000,"171813","1718.13","1761","25.35","140423"
"Brazil","Potatoes",2001,"184997","1849.97","1761","22.14","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","20.96","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","18.67","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","18.67","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","27.69","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","20.96","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","27.08","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","19.73","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","26.08","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","24.99","151523"
"Brazil","Potatoes",2001,"184997","1849.97","1761","25.59","151523"
"Brazil","Potatoes",2002,"194038","1940.38","1761","22.5","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","21.3","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","19.09","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","19.09","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","27.85","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","21.3","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","27.27","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","19.49","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","26.01","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","25.18","145552"
"Brazil","Potatoes",2002,"194038","1940.38","1761","25.56","145552"
"Brazil","Potatoes",2004,"213525","2135.25","1761","21.59","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","20.05","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","17.88","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","17.88","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","27.72","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","20.05","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","27.24","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","18.75","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","25.94","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","24.24","214725"
"Brazil","Potatoes",2004,"213525","2135.25","1761","25.37","214725"
"Brazil","Potatoes",2005,"220095","2200.95","1761","22.05","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","20.78","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","18.53","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","18.53","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","28.17","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","20.78","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","27.6","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","19.42","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","26.27","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","24.79","232232"
"Brazil","Potatoes",2005,"220095","2200.95","1761","25.7","232232"
"Brazil","Potatoes",2006,"223802","2238.02","1761","21.82","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","20.6","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","18.47","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","18.47","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","27.76","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","20.6","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","27.34","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","19.35","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","26.26","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","24.57","238716"
"Brazil","Potatoes",2006,"223802","2238.02","1761","25.41","238716"
"Brazil","Potatoes",2007,"240356","2403.56","1761","22.19","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","20.93","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","18.66","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","18.66","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","27.92","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","20.93","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","27.32","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","19.05","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","25.95","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","24.78","304031"
"Brazil","Potatoes",2007,"240356","2403.56","1761","25.44","304031"
"Brazil","Potatoes",2008,"253729","2537.29","1761","21.86","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","20.22","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","17.88","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","17.88","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","27.54","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","20.22","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","26.94","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","18.8","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","25.96","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","24.26","312637"
"Brazil","Potatoes",2008,"253729","2537.29","1761","25.54","312637"
"Brazil","Potatoes",2009,"248299","2482.99","1761","22.25","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","20.78","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","18.38","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","18.38","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","27.39","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","20.78","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","27.39","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","18.84","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","26.3","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","24.98","335742"
"Brazil","Potatoes",2009,"248299","2482.99","1761","26","335742"
"Brazil","Potatoes",2010,"258859","2588.59","1761","22.12","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","20.72","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","18.18","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","18.18","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","28.18","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","20.72","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","27.56","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","19.01","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","26.3","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","24.95","342580"
"Brazil","Potatoes",2010,"258859","2588.59","1761","25.78","342580"
"Brazil","Potatoes",2011,"262528","2625.28","1761","21.74","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","20.33","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","18.01","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","18.01","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","27.36","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","20.33","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","27.29","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","18.82","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","25.89","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","24.32","345026"
"Brazil","Potatoes",2011,"262528","2625.28","1761","25.28","345026"
"Brazil","Potatoes",2012,"274457","2744.57","1761","22.16","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","21.02","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","18.8","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","18.8","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","28.21","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","21.02","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","27.34","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","19.72","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","26.13","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","24.84","346583"
"Brazil","Potatoes",2012,"274457","2744.57","1761","25.65","346583"
"Brazil","Potatoes",2013,"277517","2775.17","1761","21.59","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","20.07","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","17.57","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","17.57","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","27.71","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","20.07","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","27.11","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","17.84","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","26.4","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","25.19","367778"
"Brazil","Potatoes",2013,"277517","2775.17","1761","26.14","367778"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","21.88","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","20.29","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","17.77","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","17.77","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","27.65","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","20.29","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","27.07","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","18.47","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","25.76","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","24.64","49695"
"Brazil","Rice, paddy",1990,"18803","188.03","1761","25.29","49695"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","21.43","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","20.13","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","17.95","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","17.95","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","27.34","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","20.13","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","27.21","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","19.11","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","25.57","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","24.25","58349.44"
"Brazil","Rice, paddy",1991,"23020","230.2","1761","25.06","58349.44"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","21.35","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","20.21","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","17.8","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","17.8","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","27.58","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","20.21","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","27.42","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","18.72","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","25.61","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","24.24","67003.89"
"Brazil","Rice, paddy",1992,"21349","213.49","1761","24.97","67003.89"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","21.94","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","20.49","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","17.93","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","17.93","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","28.18","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","20.49","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","26.89","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","18.69","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","26.06","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","24.65","75658.33"
"Brazil","Rice, paddy",1993,"22912","229.12","1761","25.41","75658.33"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","21.91","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","20.77","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","18.42","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","18.42","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","27.53","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","20.77","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","26.9","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","19.15","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","26.05","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","24.71","84312.78"
"Brazil","Rice, paddy",1994,"23876","238.76","1761","25.42","84312.78"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","22.07","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","20.61","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","18.27","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","18.27","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","27.52","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","20.61","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","27.34","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","18.89","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","26.05","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","24.77","92967.22"
"Brazil","Rice, paddy",1995,"25668","256.68","1761","25.65","92967.22"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","21.56","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","20.18","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","17.83","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","17.83","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","27.6","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","20.18","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","27.07","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","18.63","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","25.94","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","24.28","101621.67"
"Brazil","Rice, paddy",1996,"26578","265.78","1761","25.45","101621.67"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","21.91","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","20.77","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","18.36","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","18.36","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","27.85","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","20.77","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","27.57","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","19.12","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","25.96","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","24.71","110276.11"
"Brazil","Rice, paddy",1997,"27310","273.1","1761","25.2","110276.11"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","22.35","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","20.71","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","18.2","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","18.2","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","28.76","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","20.71","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","27.54","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","18.49","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","26.63","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","24.78","118930.56"
"Brazil","Rice, paddy",1998,"25198","251.98","1761","26.08","118930.56"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","21.59","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","20.04","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","17.66","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","17.66","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","27.64","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","20.04","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","26.66","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","18.39","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","25.88","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","24.01","127585"
"Brazil","Rice, paddy",1999,"30708","307.08","1761","25.32","127585"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","21.69","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","20.32","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","18.01","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","18.01","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","27.5","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","20.32","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","26.82","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","18.65","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","25.71","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","24.36","140423"
"Brazil","Rice, paddy",2000,"30382","303.82","1761","25.35","140423"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","22.14","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","20.96","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","18.67","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","18.67","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","27.69","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","20.96","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","27.08","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","19.73","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","26.08","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","24.99","151523"
"Brazil","Rice, paddy",2001,"32405","324.05","1761","25.59","151523"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","22.5","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","21.3","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","19.09","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","19.09","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","27.85","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","21.3","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","27.27","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","19.49","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","26.01","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","25.18","145552"
"Brazil","Rice, paddy",2002,"33246","332.46","1761","25.56","145552"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","21.59","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","20.05","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","17.88","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","17.88","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","27.72","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","20.05","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","27.24","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","18.75","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","25.94","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","24.24","214725"
"Brazil","Rice, paddy",2004,"35565","355.65","1761","25.37","214725"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","22.05","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","20.78","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","18.53","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","18.53","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","28.17","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","20.78","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","27.6","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","19.42","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","26.27","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","24.79","232232"
"Brazil","Rice, paddy",2005,"33691","336.91","1761","25.7","232232"
"Brazil","Rice, paddy",2006,"38798","387.98","1761","21.82","238716"
