Area,Year,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp_f
Colombia,2008,Cassava,109215,3240,48538.97,80.888
Colombia,2009,Cassava,106899,3240,51435.13,81.824
Colombia,2010,Cassava,106094,3240,48618.46,81.572
Colombia,2011,Cassava,107039,3240,53797.0,80.924
Colombia,2012,Cassava,96365,3240,48727.73,81.608
Colombia,2013,Cassava,99633,3240,54563.38,81.68
Croatia,1992,Maize,41535,1113,2304.0,51.403999999999996
Croatia,1993,Maize,44822,1113,2675.33,50.342
Croatia,1994,Maize,45529,1113,3046.67,52.394
Croatia,1995,Maize,49027,1113,3418.0,50.252
Croatia,1996,Maize,52192,1113,3148.0,48.632
Croatia,1997,Maize,58802,1113,3026.25,50.324
Croatia,1998,Maize,52474,1113,2904.5,50.756
Croatia,1999,Maize,55584,1113,2782.75,50.918
Croatia,2000,Maize,40701,1113,2661.0,52.61
Croatia,2001,Maize,56659,1113,2539.25,51.332
Croatia,2002,Maize,63767,1113,2417.5,52.124
Croatia,2004,Maize,63054,1113,2174.0,50.108000000000004
Croatia,2005,Maize,69182,1113,2053.0,49.316
Croatia,2006,Maize,65312,1113,2150.0,51.008
Croatia,2007,Maize,49371,1113,2015.0,52.358000000000004
Croatia,2008,Maize,79759,1113,2388.0,51.962
Croatia,2009,Maize,73508,1113,2070.0,51.908
Croatia,2010,Maize,69678,1113,1540.0,50.0
Croatia,2011,Maize,56817,1113,1638.74,51.836
Croatia,2012,Maize,43374,1113,1737.47,52.016
Croatia,2013,Maize,65000,1113,1836.21,52.844
Denmark,1990,Potatoes,374583,703,5650.0,49.694
Denmark,1991,Potatoes,336135,703,4628.0,47.516
Denmark,1992,Potatoes,330083,703,4566.0,49.046
Denmark,1993,Potatoes,386777,703,4103.0,46.688
Denmark,1994,Potatoes,348378,703,3922.0,48.47
Denmark,1995,Potatoes,339644,703,5043.0,47.75
Denmark,1996,Potatoes,367500,703,3672.0,45.158
Denmark,1997,Potatoes,396154,703,3679.0,48.038
Denmark,1998,Potatoes,404433,703,3623.0,47.57
Denmark,1999,Potatoes,395507,703,2867.0,48.866
Denmark,2000,Potatoes,424863,703,3174.0,49.406
Denmark,2001,Potatoes,403828,703,3311.0,47.804
Denmark,2002,Potatoes,399066,703,2868.0,49.172
Denmark,2004,Potatoes,397415,703,2899.0,48.2
Denmark,2005,Potatoes,394100,703,3246.0,48.397999999999996
Denmark,2006,Potatoes,352642,703,3212.0,49.532
Denmark,2007,Potatoes,385647,703,3336.0,49.766
Denmark,2008,Potatoes,416339,703,4145.0,49.676
Denmark,2009,Potatoes,415861,703,2836.0,48.596000000000004
Denmark,2010,Maize,48105,703,3894.0,45.572
Denmark,2011,Maize,52170,703,4249.48,48.758
Denmark,2012,Maize,58217,703,5716.0,47.66
Denmark,2013,Maize,59141,703,4118.0,47.858000000000004
Dominican Republic,1990,Cassava,64479,1410,4971.0,80.006
Dominican Republic,1991,Cassava,77740,1410,4971.0,79.826
Dominican Republic,1992,Cassava,54098,1410,4971.0,79.61
Dominican Republic,1993,Cassava,60006,1410,4971.0,79.538
Dominican Republic,1994,Cassava,60160,1410,4971.0,80.20400000000001
Dominican Republic,1995,Cassava,62154,1410,3449.0,80.276
Dominican Republic,1996,Cassava,60748,1410,3493.0,79.322
Dominican Republic,1997,Cassava,59409,1410,3846.0,80.924
Dominican Republic,1998,Cassava,62593,1410,4375.0,80.888
Dominican Republic,1999,Cassava,64588,1410,5398.0,79.988
Dominican Republic,2000,Cassava,65367,1410,5082.0,79.46600000000001
Dominican Republic,2001,Cassava,69763,1410,7182.0,80.20400000000001
Dominican Republic,2002,Cassava,69924,1410,4018.07,80.744
Dominican Republic,2004,Cassava,65505,1410,3713.96,80.294
Dominican Republic,2005,Cassava,66559,1410,3515.56,80.654
Dominican Republic,2006,Cassava,72182,1410,4116.45,80.618
Dominican Republic,2007,Cassava,75588,1410,5689.8,80.744
Dominican Republic,2008,Cassava,75141,1410,5409.43,80.168
Dominican Republic,2009,Cassava,77183,1410,5975.25,80.438
Dominican Republic,2010,Cassava,84606,1410,6316.61,80.474
Dominican Republic,2011,Cassava,78686,1410,6316.61,80.222
Dominican Republic,2012,Cassava,75083,1410,6316.61,80.366
Dominican Republic,2013,Cassava,74585,1410,6316.61,79.718
Ecuador,1990,Cassava,54593,2274,2537.0,71.276
Ecuador,1991,Cassava,47217,2274,2377.0,71.438
Ecuador,1992,Cassava,36875,2274,2012.0,71.492
Ecuador,1993,Cassava,36265,2274,1844.0,71.348
Ecuador,1994,Cassava,40870,2274,2670.0,70.628
Ecuador,1995,Cassava,36456,2274,2658.0,71.528
Ecuador,1996,Cassava,37845,2274,2407.0,70.412
Ecuador,1997,Cassava,37578,2274,7612.0,73.184
Ecuador,1998,Cassava,49242,2274,21500.0,72.662
Ecuador,1999,Cassava,40000,2274,14216.0,70.178
Ecuador,2000,Cassava,34909,2274,17948.0,70.412
Ecuador,2001,Cassava,38000,2274,7344.0,70.718
Ecuador,2002,Cassava,40153,2274,1302.49,72.014
Ecuador,2004,Cassava,39602,2274,29799.84,71.672
Ecuador,2005,Cassava,44199,2274,18391.23,71.276
Ecuador,2006,Cassava,34279,2274,7953.42,71.762
Ecuador,2007,Cassava,45107,2274,14156.16,71.024
Ecuador,2008,Cassava,51231,2274,15396.14,71.096
Ecuador,2009,Cassava,31191,2274,9666.87,71.618
Ecuador,2010,Cassava,32033,2274,31637.12,71.564
Ecuador,2011,Cassava,28346,2274,17529.44,71.20400000000001
Ecuador,2012,Cassava,45419,2274,11469.74,71.348
Ecuador,2013,Cassava,25112,2274,6471.77,71.042
Egypt,1990,Maize,57803,51,13214.0,69.314
Egypt,1991,Maize,58951,51,8255.0,69.152
Egypt,1992,Maize,61346,51,6156.0,68.162
Egypt,1993,Maize,60780,51,4175.0,69.332
Egypt,1994,Maize,59065,51,4283.0,69.98
Egypt,1995,Maize,61630,51,4391.0,69.116
Egypt,1996,Maize,69523,51,4499.0,69.53
Egypt,1997,Maize,71298,51,4607.0,68.936
Egypt,1998,Maize,72257,51,4715.0,70.322
Egypt,1999,Maize,75174,51,4823.0,70.628
Egypt,2000,Maize,76800,51,4931.0,69.332
Egypt,2001,Maize,69798,51,5039.0,70.61
Egypt,2002,Maize,77656,51,5147.0,70.628
Egypt,2004,Maize,79087,51,5363.0,69.908
Egypt,2005,Maize,81607,51,5471.0,69.94399999999999
Egypt,2006,Maize,83705,51,9781.0,70.07
Egypt,2007,Maize,80463,51,9105.0,70.718
Egypt,2008,Maize,79053,51,9527.0,71.132
Egypt,2009,Maize,78184,51,9013.0,71.006
Egypt,2010,Maize,72700,51,11590.0,72.428
Egypt,2011,Maize,77409,51,12945.0,70.124
Egypt,2012,Maize,77723,51,13991.0,70.79
Egypt,2013,Maize,77223,51,13653.0,70.592
El Salvador,1990,Cassava,158889,1784,2524.0,78.908
El Salvador,1991,Cassava,152762,1784,4096.0,78.94399999999999
El Salvador,1992,Cassava,172692,1784,3940.77,79.196
El Salvador,1993,Cassava,200000,1784,3785.54,79.016
El Salvador,1994,Cassava,201298,1784,3630.31,79.39399999999999
El Salvador,1995,Cassava,160232,1784,3475.08,78.89
El Salvador,1996,Cassava,158831,1784,3319.85,78.386
El Salvador,1997,Cassava,131429,1784,3164.62,79.664
El Salvador,1998,Cassava,131429,1784,3009.39,79.664
El Salvador,1999,Cassava,124202,1784,2854.16,78.206
El Salvador,2000,Cassava,123479,1784,2698.93,78.404
El Salvador,2001,Cassava,124794,1784,2543.7,78.656
El Salvador,2002,Cassava,128120,1784,2388.47,79.016
El Salvador,2004,Cassava,100819,1784,2078.01,79.16
El Salvador,2005,Cassava,125043,1784,1922.78,78.926
El Salvador,2006,Cassava,125016,1784,2265.72,79.05199999999999
El Salvador,2007,Cassava,128870,1784,1940.78,78.836
El Salvador,2008,Cassava,128900,1784,3899.48,78.278
El Salvador,2009,Cassava,125022,1784,3333.88,79.178
El Salvador,2010,Cassava,124843,1784,3598.59,78.72800000000001
El Salvador,2011,Cassava,145719,1784,3231.13,78.71
El Salvador,2012,Cassava,115775,1784,2595.16,78.872
El Salvador,2013,Cassava,154928,1784,6005.08,79.44800000000001
Eritrea,1993,Maize,2308,383,4.44,75.362
Eritrea,1994,Maize,7689,383,4.44,75.434
Eritrea,1995,Maize,3366,383,4.44,75.866
Eritrea,1996,Maize,3974,383,4.44,75.848
Eritrea,1997,Maize,2495,383,30.92,75.776
Eritrea,1998,Maize,7532,383,19.61,76.604
Eritrea,1999,Maize,7920,383,22.28,76.424
Eritrea,2000,Maize,2358,383,24.96,76.568
Eritrea,2001,Maize,7851,383,27.63,76.298
Eritrea,2002,Maize,2076,383,27.63,76.748
Eritrea,2004,Maize,2409,383,27.63,76.622
Eritrea,2005,Maize,4906,383,27.63,76.73
Eritrea,2006,Maize,9755,383,27.63,76.46
Eritrea,2007,Maize,8321,383,27.63,76.46
Eritrea,2008,Maize,2123,383,27.63,76.622
Eritrea,2009,Maize,8689,383,27.63,77.54
Eritrea,2010,Maize,9000,383,27.63,77.396
Eritrea,2011,Maize,9524,383,27.63,76.604
Eritrea,2012,Maize,10476,383,27.63,77.288
Eritrea,2013,Maize,10000,383,27.63,78.566
Estonia,1992,Potatoes,144514,626,469.0,43.718
Estonia,1993,Potatoes,126432,626,170.0,41.468
Estonia,1994,Potatoes,140959,626,176.0,41.629999999999995
Estonia,1995,Potatoes,145590,626,154.0,43.214
Estonia,1996,Potatoes,141758,626,133.0,40.334
Estonia,1997,Potatoes,124153,626,200.0,42.71
Estonia,1998,Potatoes,97147,626,195.0,41.9
Estonia,1999,Potatoes,129807,626,187.0,43.79
Estonia,2000,Potatoes,152654,626,315.0,44.816
Estonia,2001,Potatoes,155249,626,329.0,42.944
Estonia,2002,Potatoes,131599,626,331.0,43.412
Estonia,2004,Potatoes,103416,626,351.0,42.854
Estonia,2005,Potatoes,150277,626,386.0,42.872
Estonia,2006,Potatoes,132608,626,452.0,44.06
Estonia,2007,Potatoes,171977,626,460.0,44.546
Estonia,2008,Potatoes,142273,626,551.0,45.302
Estonia,2009,Potatoes,152752,626,402.0,43.052
Estonia,2010,Potatoes,174562,626,514.0,41.108000000000004
Estonia,2011,Potatoes,178361,626,460.0,44.564
Estonia,2012,Potatoes,182175,626,553.0,42.025999999999996
Estonia,2013,Potatoes,193558,626,567.0,45.104
Finland,1990,Potatoes,214976,536,2001.0,42.926
Finland,1991,Potatoes,185663,536,1738.0,42.116
Finland,1992,Potatoes,192894,536,1372.0,42.44
Finland,1993,Potatoes,213516,536,1200.0,40.532
Finland,1994,Potatoes,198795,536,1247.0,40.388
Finland,1995,Potatoes,221053,536,1041.0,42.134
Finland,1996,Potatoes,220029,536,909.0,39.56
Finland,1997,Potatoes,227139,536,999.0,41.647999999999996
Finland,1998,Potatoes,180091,536,1164.0,40.478
Finland,1999,Potatoes,244923,536,1139.0,42.260000000000005
Finland,2000,Potatoes,243851,536,1147.48,43.826
Finland,2001,Potatoes,244267,536,1423.27,41.629999999999995
Finland,2002,Potatoes,261779,536,1620.36,41.972
Finland,2004,Potatoes,226886,536,1489.12,41.72
Finland,2005,Potatoes,256990,536,1431.04,42.44
Finland,2006,Potatoes,205607,536,1645.3,42.638
Finland,2007,Potatoes,256996,536,1479.45,43.214
Finland,2008,Potatoes,261221,536,1621.86,44.186
Finland,2009,Potatoes,286098,536,1693.8,41.882000000000005
Finland,2010,Potatoes,261548,536,1746.71,39.848
Finland,2011,Potatoes,275943,536,1707.54,43.484
Finland,2012,Potatoes,236522,536,1545.25,41.216
Finland,2013,Potatoes,281312,536,1475.39,43.106
France,1990,Maize,60186,867,97701.0,53.528000000000006
France,1991,Maize,72866,867,103434.0,51.08
France,1992,Maize,79812,867,85249.0,52.07
France,1993,Maize,80479,867,91953.0,51.26
France,1994,Maize,77983,867,89515.0,53.528000000000006
France,1995,Maize,77182,867,84011.0,53.042
France,1996,Maize,83856,867,97890.0,50.252
France,1997,Maize,90651,867,109792.0,52.862
France,1998,Maize,84528,867,107753.0,52.25
France,1999,Maize,89523,867,114695.0,53.294
France,2000,Maize,90766,867,97878.0,53.132
France,2001,Maize,85711,867,99694.0,52.466
France,2002,Maize,89751,867,82448.0,53.366
France,2004,Maize,89907,867,76099.0,52.412
France,2005,Maize,82539,867,78265.0,52.79
France,2006,Maize,85818,867,71612.0,53.221999999999994
France,2007,Maize,94821,867,77255.0,53.15
France,2008,Maize,91258,867,78577.0,52.304
France,2009,Maize,88934,867,63676.0,52.628
France,2010,Maize,88299,867,61903.0,50.738
France,2011,Maize,99668,867,61039.0,54.194
France,2012,Maize,90024,867,63547.59,52.196
France,2013,Maize,81592,867,66497.29,51.818
Germany,1990,Maize,67762,700,31289.0,51.278000000000006
Germany,1991,Maize,68432,700,32006.0,48.848
Germany,1992,Maize,72348,700,29542.0,50.684
Germany,1993,Maize,80227,700,25170.0,48.812
Germany,1994,Maize,70808,700,26330.0,50.774
Germany,1995,Maize,73664,700,30090.0,49.55
Germany,1996,Maize,78272,700,31683.0,46.184
Germany,1997,Maize,86577,700,30414.0,49.514
Germany,1998,Maize,81561,700,33377.0,50.09
Germany,1999,Maize,87850,700,30019.0,51.044
Germany,2000,Maize,92119,700,35273.17,51.728
Germany,2001,Maize,88376,700,33423.49,49.442
Germany,2002,Maize,93755,700,34431.72,50.468
Germany,2004,Maize,90966,700,34930.37,49.676
Germany,2005,Maize,92139,700,36386.27,49.856
Germany,2006,Maize,80307,700,38540.15,50.99
Germany,2007,Maize,94475,700,40740.64,51.584
Germany,2008,Maize,98099,700,43413.01,51.188
Germany,2009,Maize,97500,700,39289.43,50.108000000000004
Germany,2010,Maize,90261,700,40832.42,47.498
Germany,2011,Maize,106243,700,43754.35,51.008
Germany,2012,Maize,104802,700,45522.5,49.928000000000004
Germany,2013,Maize,88276,700,43756.1,50.216
Ghana,1990,Cassava,84170,1187,65.8,80.114
Ghana,1991,Cassava,106630,1187,65.8,79.88
Ghana,1992,Cassava,102591,1187,65.8,79.646
Ghana,1993,Cassava,112309,1187,65.8,80.006
Ghana,1994,Cassava,115776,1187,65.8,79.916
Ghana,1995,Cassava,119924,1187,65.8,80.366
Ghana,1996,Cassava,120392,1187,1575.5,79.898
Ghana,1997,Cassava,118777,1187,502.0,79.844
Ghana,1998,Cassava,113891,1187,297.78,81.104
Ghana,1999,Cassava,122528,1187,114.13,80.132
Ghana,2000,Cassava,122812,1187,81.63,80.294
Ghana,2001,Cassava,123436,1187,82.0,80.168
Ghana,2002,Cassava,122489,1187,89.88,80.456
Ghana,2004,Cassava,124228,1187,134.25,80.636
Ghana,2005,Cassava,127560,1187,166.16,80.708
Ghana,2006,Cassava,122000,1187,771.58,80.78
Ghana,2007,Cassava,127640,1187,119.86,80.888
Ghana,2008,Cassava,135145,1187,350.83,80.564
Ghana,2009,Cassava,138074,1187,378.97,80.852
Ghana,2010,Cassava,154330,1187,378.97,81.626
Ghana,2011,Cassava,160124,1187,378.97,80.798
Ghana,2012,Cassava,167489,1187,378.97,80.348
Ghana,2013,Cassava,182704,1187,378.97,81.032
Greece,1990,Maize,96965,652,7420.0,64.49000000000001
Greece,1991,Maize,101042,652,7420.0,62.726
Greece,1992,Maize,99762,652,7869.0,62.833999999999996
Greece,1993,Maize,98951,652,8826.0,63.554
Greece,1994,Maize,97800,652,6341.0,65.246
Greece,1995,Maize,100563,652,6663.0,64.076
Greece,1996,Maize,99314,652,7296.0,63.428000000000004
Greece,1997,Maize,104030,652,9223.0,63.230000000000004
Greece,1998,Maize,88247,652,10702.0,64.67
Greece,1999,Maize,95128,652,9635.0,65.876
Greece,2000,Maize,96708,652,10627.0,64.75999999999999
Greece,2001,Maize,103463,652,10725.0,65.60600000000001
Greece,2002,Maize,99544,652,11852.0,64.994
Greece,2004,Maize,101088,652,11594.0,64.526
Greece,2005,Maize,103033,652,12083.0,64.238
Greece,2006,Maize,101383,652,7505.3,64.004
Greece,2007,Maize,100223,652,7345.7,65.60600000000001
Greece,2008,Maize,104810,652,5130.8,65.498
Greece,2009,Maize,104326,652,3404.4,65.336
Greece,2010,Maize,103818,652,5607.7,66.74000000000001
Greece,2011,Maize,107069,652,8189.8,63.806000000000004
Greece,2012,Maize,104559,652,8002.2,65.876
Greece,2013,Maize,106689,652,8081.72,66.848
Guatemala,1990,Cassava,31400,1996,12004.33,67.352
Guatemala,1991,Cassava,29167,1996,12004.33,67.838
Guatemala,1992,Cassava,31957,1996,12004.33,67.80199999999999
Guatemala,1993,Cassava,31806,1996,12004.33,67.73
Guatemala,1994,Cassava,32084,1996,12004.33,68.14399999999999
Guatemala,1995,Cassava,32084,1996,12004.33,67.964
Guatemala,1996,Cassava,31918,1996,12004.33,67.064
Guatemala,1997,Cassava,31918,1996,11419.53,68.288
Guatemala,1998,Cassava,28235,1996,10834.74,68.648
Guatemala,1999,Cassava,22731,1996,10249.94,66.992
Guatemala,2000,Cassava,22705,1996,9665.14,67.04599999999999
Guatemala,2001,Cassava,14288,1996,10023.42,67.316
Guatemala,2002,Cassava,13713,1996,10381.71,67.874
Guatemala,2004,Cassava,14833,1996,11959.92,67.73
Guatemala,2005,Cassava,14333,1996,13506.02,67.982
Guatemala,2006,Cassava,13834,1996,15951.27,67.78399999999999
Guatemala,2007,Cassava,13334,1996,22883.17,67.82
Guatemala,2008,Cassava,12834,1996,18091.67,67.118
Guatemala,2009,Cassava,12531,1996,13276.7,67.982
Guatemala,2010,Cassava,12511,1996,14898.25,67.73
Guatemala,2011,Cassava,12491,1996,16540.71,67.73
Guatemala,2012,Cassava,12470,1996,19726.3,67.78399999999999
Guatemala,2013,Cassava,12450,1996,20489.4,68.666
Guinea,1990,Cassava,72011,1651,80.0,80.744
Guinea,1991,Cassava,71630,1651,80.0,80.996
Guinea,1992,Cassava,71253,1651,80.0,80.636
Guinea,1993,Cassava,70876,1651,21.0,81.05
Guinea,1994,Cassava,70505,1651,39.0,80.654
Guinea,1995,Cassava,70131,1651,153.0,81.014
Guinea,1996,Cassava,69762,1651,157.0,81.19399999999999
Guinea,1997,Cassava,69393,1651,157.0,81.14
Guinea,1998,Cassava,69024,1651,181.35,81.734
Guinea,1999,Cassava,68660,1651,205.71,80.816
Guinea,2000,Cassava,68299,1651,230.06,80.816
Guinea,2001,Cassava,69892,1651,254.42,81.248
Guinea,2002,Cassava,71520,1651,278.77,81.554
Guinea,2004,Cassava,74892,1651,327.49,81.608
Guinea,2005,Cassava,76636,1651,351.84,81.788
Guinea,2006,Cassava,78422,1651,376.19,80.96
Guinea,2007,Cassava,80249,1651,400.55,81.104
Guinea,2008,Cassava,75231,1651,424.9,81.69800000000001
Guinea,2009,Cassava,84899,1651,449.26,81.266
Guinea,2010,Cassava,84900,1651,556.24,82.04
Guinea,2011,Cassava,84900,1651,663.23,81.518
Guinea,2012,Cassava,69200,1651,770.21,81.104
Guinea,2013,Cassava,69000,1651,877.19,81.122
Guyana,1990,Cassava,109000,2387,289.9,80.726
Guyana,1991,Cassava,121538,2387,289.9,80.50999999999999
Guyana,1992,Cassava,123200,2387,289.9,80.834
Guyana,1993,Cassava,117265,2387,289.9,80.50999999999999
Guyana,1994,Cassava,119184,2387,289.9,80.816
Guyana,1995,Cassava,125357,2387,289.9,81.626
Guyana,1996,Cassava,115715,2387,289.9,80.798
Guyana,1997,Cassava,113421,2387,289.9,81.05
Guyana,1998,Cassava,99615,2387,289.9,81.878
Guyana,1999,Cassava,110516,2387,289.9,80.888
Guyana,2000,Cassava,112135,2387,289.9,80.69
Guyana,2001,Cassava,111273,2387,289.9,81.086
Guyana,2002,Cassava,108378,2387,289.9,80.906
Guyana,2004,Cassava,109834,2387,289.9,81.41
Guyana,2005,Cassava,108378,2387,270.78,81.878
Guyana,2006,Cassava,110214,2387,343.12,81.482
Guyana,2007,Cassava,109103,2387,246.5,81.14
Guyana,2008,Cassava,103175,2387,234.27,81.158
Guyana,2009,Cassava,109231,2387,264.47,81.80600000000001
Guyana,2010,Cassava,106800,2387,211.83,82.166
Guyana,2011,Cassava,95857,2387,400.76,81.374
Guyana,2012,Cassava,110944,2387,427.73,81.35600000000001
Guyana,2013,Cassava,109286,2387,358.72,81.14
Haiti,1990,Cassava,40244,1440,17.14,80.798
Haiti,1991,Cassava,39881,1440,18.86,80.618
Haiti,1992,Cassava,40326,1440,11.52,80.258
Haiti,1993,Cassava,40244,1440,6.96,80.20400000000001
Haiti,1994,Cassava,37500,1440,8.58,81.104
Haiti,1995,Cassava,39234,1440,12.32,81.14
Haiti,1996,Cassava,40000,1440,14.44,80.33
Haiti,1997,Cassava,41332,1440,16.35,81.932
Haiti,1998,Cassava,43000,1440,23.78,81.626
Haiti,1999,Cassava,43333,1440,26.32,80.618
Haiti,2000,Cassava,43300,1440,27.85,80.168
Haiti,2001,Cassava,44613,1440,27.85,80.97800000000001
Haiti,2002,Cassava,44000,1440,27.85,81.35600000000001
Haiti,2004,Cassava,44737,1440,27.85,81.266
Haiti,2005,Cassava,43956,1440,27.85,81.23
Haiti,2006,Cassava,44050,1440,27.85,81.338
Haiti,2007,Cassava,44118,1440,27.85,81.446
Haiti,2008,Cassava,43939,1440,27.85,80.744
Haiti,2009,Cassava,44173,1440,27.85,81.23
Haiti,2010,Cassava,44629,1440,27.85,80.94200000000001
Haiti,2011,Cassava,44502,1440,27.85,80.78
Haiti,2012,Cassava,44590,1440,27.85,80.96
Haiti,2013,Cassava,44678,1440,27.85,80.96
Honduras,1990,Cassava,79680,1976,9880.07,76.154
Honduras,1991,Cassava,76776,1976,6289.7,76.298
Honduras,1992,Cassava,77191,1976,9904.59,76.586
Honduras,1993,Cassava,70729,1976,6768.0,76.244
Honduras,1994,Cassava,67304,1976,3160.91,76.766
Honduras,1995,Cassava,61251,1976,7800.0,76.91
Honduras,1996,Cassava,56912,1976,6464.0,75.902
Honduras,1997,Cassava,50689,1976,6980.0,77.054
Honduras,1998,Cassava,47145,1976,3495.0,77.666
Honduras,1999,Cassava,40120,1976,2387.0,75.938
Honduras,2000,Cassava,39900,1976,4376.0,75.974
Honduras,2001,Cassava,39716,1976,1141.0,75.92
Honduras,2002,Cassava,34738,1976,1772.3,76.298
Honduras,2004,Cassava,38661,1976,3034.91,76.424
Honduras,2005,Cassava,40000,1976,3666.21,76.586
Honduras,2006,Cassava,40196,1976,4297.51,76.78399999999999
Honduras,2007,Cassava,51254,1976,5283.93,76.19
Honduras,2008,Cassava,57405,1976,5130.42,75.65
Honduras,2009,Cassava,65876,1976,4344.36,76.586
Honduras,2010,Cassava,63483,1976,5736.63,76.082
Honduras,2011,Cassava,77259,1976,6324.41,76.334
Honduras,2012,Cassava,70134,1976,7194.91,76.04599999999999
Honduras,2013,Cassava,76637,1976,7194.91,76.748
Hungary,1990,Maize,41577,589,12756.0,51.728
Hungary,1991,Maize,67100,589,8069.0,49.388
Hungary,1992,Maize,36501,589,5777.0,51.818
Hungary,1993,Maize,35000,589,10197.0,50.396
Hungary,1994,Maize,38500,589,9574.0,52.844
Hungary,1995,Maize,45295,589,7715.0,50.612
Hungary,1996,Maize,56867,589,6946.0,48.992
Hungary,1997,Maize,64480,589,4445.0,49.802
Hungary,1998,Maize,60049,589,5280.0,50.629999999999995
Hungary,1999,Maize,64130,589,4598.0,51.152
Hungary,2000,Maize,41790,589,4151.0,53.042
Hungary,2001,Maize,62456,589,5458.0,50.846000000000004
Hungary,2002,Maize,50762,589,8231.5,52.574
Hungary,2004,Maize,70012,589,9940.5,50.666
Hungary,2005,Maize,75571,589,9676.0,50.09
Hungary,2006,Maize,68165,589,11523.0,51.206
Hungary,2007,Maize,37327,589,11178.0,53.275999999999996
Hungary,2008,Maize,74653,589,12084.0,52.79
Hungary,2009,Maize,63945,589,11144.0,52.664
Hungary,2010,Maize,64745,589,10299.5,50.629999999999995
Hungary,2011,Maize,64976,589,8473.26,51.656
Hungary,2012,Maize,39979,589,8141.17,52.358000000000004
Hungary,2013,Maize,54373,589,7744.5,54.391999999999996
India,1990,Cassava,205381,1083,75000.0,78.044
India,1991,Cassava,218925,1083,72133.0,78.53
India,1992,Cassava,232463,1083,70791.0,78.242
India,1993,Cassava,230430,1083,66388.0,78.584
India,1994,Cassava,245277,1083,61357.0,78.35
India,1995,Cassava,252775,1083,61257.0,78.548
India,1996,Cassava,238528,1083,56114.0,78.134
India,1997,Cassava,221117,1083,52279.0,76.85600000000001
India,1998,Cassava,252815,1083,49157.0,78.638
India,1999,Cassava,239523,1083,46195.0,79.016
India,2000,Cassava,269087,1083,44957.52,78.764
India,2001,Cassava,266998,1083,43720.04,78.368
India,2002,Cassava,272746,1083,42482.56,79.988
India,2004,Cassava,270436,1083,35113.0,78.998
India,2005,Cassava,304978,1083,35342.0,78.53
India,2006,Cassava,321132,1083,37423.0,79.412
India,2007,Cassava,322204,1083,27422.77,78.8
India,2008,Cassava,335407,1083,14485.33,78.026
India,2009,Cassava,343433,1083,28707.01,79.79
India,2010,Cassava,347555,1083,40093.69,79.718
India,2011,Cassava,364770,1083,55540.0,77.95400000000001
India,2012,Cassava,385818,1083,52980.0,78.548
India,2013,Cassava,349594,1083,45620.0,80.042
Indonesia,1990,Cassava,120691,2702,2432.0,77.666
Indonesia,1991,Cassava,120946,2702,3259.0,77.486
Indonesia,1992,Cassava,122220,2702,825.0,77.30600000000001
Indonesia,1993,Cassava,123323,2702,1597.0,77.828
Indonesia,1994,Cassava,115946,2702,1597.0,77.378
Indonesia,1995,Cassava,116605,2702,1597.0,77.828
Indonesia,1996,Cassava,120150,2702,1597.0,77.738
Indonesia,1997,Cassava,121718,2702,1597.0,77.936
Indonesia,1998,Cassava,121925,2702,1597.0,78.458
Indonesia,1999,Cassava,121763,2702,1597.0,77.468
Indonesia,2000,Cassava,125305,2702,1597.0,77.828
Indonesia,2001,Cassava,129407,2702,1597.0,77.774
Indonesia,2002,Cassava,132491,2702,1597.0,78.152
Indonesia,2004,Cassava,154679,2702,1597.0,78.206
Indonesia,2005,Cassava,159224,2702,1597.0,78.062
Indonesia,2006,Cassava,162829,2702,1597.0,78.188
Indonesia,2007,Cassava,166362,2702,1597.0,77.9
Indonesia,2008,Cassava,180950,2702,1597.0,77.576
Indonesia,2009,Cassava,187461,2702,1597.0,77.972
Indonesia,2010,Cassava,202174,2702,1597.0,78.026
Indonesia,2011,Cassava,202955,2702,1597.0,77.684
Indonesia,2012,Cassava,214018,2702,1597.0,78.062
Indonesia,2013,Cassava,224601,2702,1597.0,77.864
Iraq,1990,Maize,24814,216,692.0,74.138
Iraq,1991,Maize,21857,216,692.0,73.778
Iraq,1992,Maize,20046,216,692.0,70.736
Iraq,1993,Maize,19310,216,692.0,73.148
Iraq,1994,Maize,21333,216,692.0,74.246
Iraq,1995,Maize,14286,216,816.0,73.976
Iraq,1996,Maize,20833,216,616.0,75.128
Iraq,1997,Maize,19836,216,848.0,72.932
Iraq,1998,Maize,21803,216,755.0,75.794
Iraq,1999,Maize,19167,216,508.0,75.956
Iraq,2000,Maize,7560,216,548.0,75.02
Iraq,2001,Maize,23613,216,837.47,76.00999999999999
Iraq,2002,Maize,24433,216,878.68,74.768
Iraq,2004,Maize,22486,216,828.62,74.696
Iraq,2005,Maize,23079,216,873.01,74.44399999999999
Iraq,2006,Maize,24255,216,824.14,74.876
Iraq,2007,Maize,24774,216,1062.61,75.05600000000001
Iraq,2008,Maize,23492,216,1245.94,75.362
Iraq,2009,Maize,20878,216,1429.27,74.96600000000001
Iraq,2010,Maize,23586,216,1612.61,77.882
Iraq,2011,Maize,26077,216,1795.94,74.19200000000001
Iraq,2012,Maize,33444,216,1979.27,75.812
Iraq,2013,Maize,42214,216,2162.6,77.252
Ireland,1990,Potatoes,248971,1118,2014.0,49.262
