Unnamed: 0,Area,Crop,Year,Crop_Yield,Pesticide_hg/ha,Rain_mm,Temp_c
8378,Egypt,Wheat,2011,65428,12945.0,51.0,21.99
8385,Egypt,Sorghum,2012,53034,13991.0,51.0,21.55
8386,Egypt,Sorghum,2012,53034,13991.0,51.0,22.48
8391,Egypt,Wheat,2012,65823,13991.0,51.0,21.55
8392,Egypt,Wheat,2012,65823,13991.0,51.0,22.48
8399,Egypt,Sorghum,2013,53777,13653.0,51.0,21.44
8400,Egypt,Sorghum,2013,53777,13653.0,51.0,22.91
8405,Egypt,Wheat,2013,66682,13653.0,51.0,21.44
8406,Egypt,Wheat,2013,66682,13653.0,51.0,22.91
8407,El Salvador,Cassava,1990,158889,2524.0,1784.0,26.06
8412,El Salvador,Sorghum,1990,12423,2524.0,1784.0,26.06
8415,El Salvador,Cassava,1991,152762,4096.0,1784.0,26.08
8420,El Salvador,Sorghum,1991,13228,4096.0,1784.0,26.08
8423,El Salvador,Cassava,1992,172692,3940.77,1784.0,26.22
8428,El Salvador,Sorghum,1992,14383,3940.77,1784.0,26.22
8431,El Salvador,Cassava,1993,200000,3785.54,1784.0,26.12
8436,El Salvador,Sorghum,1993,15254,3785.54,1784.0,26.12
8439,El Salvador,Cassava,1994,201298,3630.31,1784.0,26.33
8444,El Salvador,Sorghum,1994,14961,3630.31,1784.0,26.33
8447,El Salvador,Cassava,1995,160232,3475.08,1784.0,26.05
8452,El Salvador,Sorghum,1995,14970,3475.08,1784.0,26.05
8455,El Salvador,Cassava,1996,158831,3319.85,1784.0,25.77
8460,El Salvador,Sorghum,1996,15242,3319.85,1784.0,25.77
8463,El Salvador,Cassava,1997,131429,3164.62,1784.0,26.48
8468,El Salvador,Sorghum,1997,16050,3164.62,1784.0,26.48
8471,El Salvador,Cassava,1998,131429,3009.39,1784.0,26.48
8476,El Salvador,Sorghum,1998,15421,3009.39,1784.0,26.48
8479,El Salvador,Cassava,1999,124202,2854.16,1784.0,25.67
8484,El Salvador,Sorghum,1999,13111,2854.16,1784.0,25.67
8487,El Salvador,Cassava,2000,123479,2698.93,1784.0,25.78
8492,El Salvador,Sorghum,2000,15855,2698.93,1784.0,25.78
8495,El Salvador,Cassava,2001,124794,2543.7,1784.0,25.92
8500,El Salvador,Sorghum,2001,15445,2543.7,1784.0,25.92
8503,El Salvador,Cassava,2002,128120,2388.47,1784.0,26.12
8508,El Salvador,Sorghum,2002,18428,2388.47,1784.0,26.12
8511,El Salvador,Cassava,2004,100819,2078.01,1784.0,26.2
8516,El Salvador,Sorghum,2004,15999,2078.01,1784.0,26.2
8519,El Salvador,Cassava,2005,125043,1922.78,1784.0,26.07
8524,El Salvador,Sorghum,2005,15859,1922.78,1784.0,26.07
8527,El Salvador,Cassava,2006,125016,2265.72,1784.0,26.14
8532,El Salvador,Sorghum,2006,18397,2265.72,1784.0,26.14
8535,El Salvador,Cassava,2007,128870,1940.78,1784.0,26.02
8540,El Salvador,Sorghum,2007,15307,1940.78,1784.0,26.02
8543,El Salvador,Cassava,2008,128900,3899.48,1784.0,25.71
8548,El Salvador,Sorghum,2008,13899,3899.48,1784.0,25.71
8551,El Salvador,Cassava,2009,125022,3333.88,1784.0,26.21
8556,El Salvador,Sorghum,2009,17133,3333.88,1784.0,26.21
8559,El Salvador,Cassava,2010,124843,3598.59,1784.0,25.96
8564,El Salvador,Sorghum,2010,17201,3598.59,1784.0,25.96
8567,El Salvador,Cassava,2011,145719,3231.13,1784.0,25.95
8572,El Salvador,Sorghum,2011,14534,3231.13,1784.0,25.95
8575,El Salvador,Cassava,2012,115775,2595.16,1784.0,26.04
8580,El Salvador,Sorghum,2012,13204,2595.16,1784.0,26.04
8583,El Salvador,Cassava,2013,154928,6005.08,1784.0,26.36
8588,El Salvador,Sorghum,2013,16633,6005.08,1784.0,26.36
8593,Eritrea,Sorghum,1993,3197,4.44,383.0,24.09
8594,Eritrea,Wheat,1993,2038,4.44,383.0,24.09
8597,Eritrea,Sorghum,1994,9028,4.44,383.0,24.13
8598,Eritrea,Wheat,1994,7449,4.44,383.0,24.13
8601,Eritrea,Sorghum,1995,4820,4.44,383.0,24.37
8602,Eritrea,Wheat,1995,5124,4.44,383.0,24.37
8605,Eritrea,Sorghum,1996,2463,4.44,383.0,24.36
8606,Eritrea,Wheat,1996,3665,4.44,383.0,24.36
8609,Eritrea,Sorghum,1997,2850,30.92,383.0,24.32
8610,Eritrea,Wheat,1997,3434,30.92,383.0,24.32
8613,Eritrea,Sorghum,1998,11420,19.61,383.0,24.78
8614,Eritrea,Wheat,1998,9552,19.61,383.0,24.78
8617,Eritrea,Sorghum,1999,8766,22.28,383.0,24.68
8618,Eritrea,Wheat,1999,7700,22.28,383.0,24.68
8621,Eritrea,Sorghum,2000,4118,24.96,383.0,24.76
8622,Eritrea,Wheat,2000,5943,24.96,383.0,24.76
8625,Eritrea,Sorghum,2001,4750,27.63,383.0,24.61
8626,Eritrea,Wheat,2001,11658,27.63,383.0,24.61
8629,Eritrea,Sorghum,2002,1562,27.63,383.0,24.86
8630,Eritrea,Wheat,2002,1706,27.63,383.0,24.86
8633,Eritrea,Sorghum,2004,2680,27.63,383.0,24.79
8634,Eritrea,Wheat,2004,2980,27.63,383.0,24.79
8637,Eritrea,Sorghum,2005,7907,27.63,383.0,24.85
8638,Eritrea,Wheat,2005,11565,27.63,383.0,24.85
8641,Eritrea,Sorghum,2006,7928,27.63,383.0,24.7
8642,Eritrea,Wheat,2006,11604,27.63,383.0,24.7
8645,Eritrea,Sorghum,2007,10693,27.63,383.0,24.7
8646,Eritrea,Wheat,2007,8395,27.63,383.0,24.7
8649,Eritrea,Sorghum,2008,2727,27.63,383.0,24.79
8650,Eritrea,Wheat,2008,3307,27.63,383.0,24.79
8653,Eritrea,Sorghum,2009,2358,27.63,383.0,25.3
8654,Eritrea,Wheat,2009,10706,27.63,383.0,25.3
8657,Eritrea,Sorghum,2010,1320,27.63,383.0,25.22
8658,Eritrea,Wheat,2010,11786,27.63,383.0,25.22
8661,Eritrea,Sorghum,2011,1124,27.63,383.0,24.78
8662,Eritrea,Wheat,2011,11154,27.63,383.0,24.78
8665,Eritrea,Sorghum,2012,1269,27.63,383.0,25.16
8666,Eritrea,Wheat,2012,12692,27.63,383.0,25.16
8669,Eritrea,Sorghum,2013,1200,27.63,383.0,25.87
8670,Eritrea,Wheat,2013,12000,27.63,383.0,25.87
8672,Estonia,Wheat,1992,20562,469.0,626.0,6.51
8674,Estonia,Wheat,1993,20994,170.0,626.0,5.26
8676,Estonia,Wheat,1994,16686,176.0,626.0,5.35
8678,Estonia,Wheat,1995,19974,154.0,626.0,6.23
8680,Estonia,Wheat,1996,22046,133.0,626.0,4.63
8682,Estonia,Wheat,1997,21850,200.0,626.0,5.95
8684,Estonia,Wheat,1998,17666,195.0,626.0,5.5
8686,Estonia,Wheat,1999,13377,187.0,626.0,6.55
8688,Estonia,Wheat,2000,21285,315.0,626.0,7.12
8690,Estonia,Wheat,2001,22302,329.0,626.0,6.08
8692,Estonia,Wheat,2002,23025,331.0,626.0,6.34
8694,Estonia,Wheat,2004,25083,351.0,626.0,6.03
8696,Estonia,Wheat,2005,30818,386.0,626.0,6.04
8698,Estonia,Wheat,2006,24173,452.0,626.0,6.7
8700,Estonia,Wheat,2007,34746,460.0,626.0,6.97
8702,Estonia,Wheat,2008,31831,551.0,626.0,7.39
8704,Estonia,Wheat,2009,30146,402.0,626.0,6.14
8706,Estonia,Wheat,2010,27440,514.0,626.0,5.06
8708,Estonia,Wheat,2011,28065,460.0,626.0,6.98
8710,Estonia,Wheat,2012,38994,553.0,626.0,5.57
8712,Estonia,Wheat,2013,32754,567.0,626.0,7.28
8714,Finland,Wheat,1990,34847,2001.0,536.0,6.07
8716,Finland,Wheat,1991,36391,1738.0,536.0,5.62
8718,Finland,Wheat,1992,24152,1372.0,536.0,5.8
8720,Finland,Wheat,1993,36212,1200.0,536.0,4.74
8722,Finland,Wheat,1994,37953,1247.0,536.0,4.66
8724,Finland,Wheat,1995,37686,1041.0,536.0,5.63
8726,Finland,Wheat,1996,40827,909.0,536.0,4.2
8728,Finland,Wheat,1997,37188,999.0,536.0,5.36
8730,Finland,Wheat,1998,28929,1164.0,536.0,4.71
8732,Finland,Wheat,1999,21589,1139.0,536.0,5.7
8734,Finland,Wheat,2000,36007,1147.48,536.0,6.57
8736,Finland,Wheat,2001,33811,1423.27,536.0,5.35
8738,Finland,Wheat,2002,32585,1620.36,536.0,5.54
8740,Finland,Wheat,2004,34738,1489.12,536.0,5.4
8742,Finland,Wheat,2005,37304,1431.04,536.0,5.8
8744,Finland,Wheat,2006,35575,1645.3,536.0,5.91
8746,Finland,Wheat,2007,39329,1479.45,536.0,6.23
8748,Finland,Wheat,2008,36408,1621.86,536.0,6.77
8750,Finland,Wheat,2009,41027,1693.8,536.0,5.49
8752,Finland,Wheat,2010,34299,1746.71,536.0,4.36
8754,Finland,Wheat,2011,38469,1707.54,536.0,6.38
8756,Finland,Wheat,2012,39028,1545.25,536.0,5.12
8758,Finland,Wheat,2013,38215,1475.39,536.0,6.17
8762,France,Sorghum,1990,41296,97701.0,867.0,11.96
8764,France,Wheat,1990,64787,97701.0,867.0,11.96
8768,France,Sorghum,1991,54849,103434.0,867.0,10.6
8770,France,Wheat,1991,66764,103434.0,867.0,10.6
8774,France,Sorghum,1992,56007,85249.0,867.0,11.15
8776,France,Wheat,1992,63992,85249.0,867.0,11.15
8780,France,Sorghum,1993,61242,91953.0,867.0,10.7
8782,France,Wheat,1993,64739,91953.0,867.0,10.7
8786,France,Sorghum,1994,55026,89515.0,867.0,11.96
8788,France,Wheat,1994,66685,89515.0,867.0,11.96
8792,France,Sorghum,1995,55990,84011.0,867.0,11.69
8794,France,Wheat,1995,65079,84011.0,867.0,11.69
8798,France,Sorghum,1996,62667,97890.0,867.0,10.14
8800,France,Wheat,1996,71361,97890.0,867.0,10.14
8804,France,Sorghum,1997,66645,109792.0,867.0,11.59
8806,France,Wheat,1997,66288,109792.0,867.0,11.59
8810,France,Sorghum,1998,55734,107753.0,867.0,11.25
8812,France,Wheat,1998,76063,107753.0,867.0,11.25
8816,France,Sorghum,1999,62061,114695.0,867.0,11.83
8818,France,Wheat,1999,72395,114695.0,867.0,11.83
8822,France,Sorghum,2000,62275,97878.0,867.0,11.74
8824,France,Wheat,2000,71175,97878.0,867.0,11.74
8828,France,Sorghum,2001,58761,99694.0,867.0,11.37
8830,France,Wheat,2001,66169,99694.0,867.0,11.37
8834,France,Sorghum,2002,64431,82448.0,867.0,11.87
8836,France,Wheat,2002,74455,82448.0,867.0,11.87
8840,France,Sorghum,2004,53484,76099.0,867.0,11.34
8842,France,Wheat,2004,75788,76099.0,867.0,11.34
8846,France,Sorghum,2005,51495,78265.0,867.0,11.55
8848,France,Wheat,2005,69887,78265.0,867.0,11.55
8852,France,Sorghum,2006,55127,71612.0,867.0,11.79
8854,France,Wheat,2006,67414,71612.0,867.0,11.79
8858,France,Sorghum,2007,58655,77255.0,867.0,11.75
8860,France,Wheat,2007,62542,77255.0,867.0,11.75
8864,France,Sorghum,2008,62159,78577.0,867.0,11.28
8866,France,Wheat,2008,71018,78577.0,867.0,11.28
8870,France,Sorghum,2009,53928,63676.0,867.0,11.46
8872,France,Wheat,2009,74478,63676.0,867.0,11.46
8876,France,Sorghum,2010,55112,61903.0,867.0,10.41
8878,France,Wheat,2010,70405,61903.0,867.0,10.41
8882,France,Sorghum,2011,64627,61039.0,867.0,12.33
8884,France,Wheat,2011,66563,61039.0,867.0,12.33
8888,France,Sorghum,2012,56861,63547.59,867.0,11.22
8890,France,Wheat,2012,71512,63547.59,867.0,11.22
8894,France,Sorghum,2013,54344,66497.29,867.0,11.01
8896,France,Wheat,2013,72656,66497.29,867.0,11.01
8906,Germany,Wheat,1990,62734,31289.0,700.0,10.71
8907,Germany,Wheat,1990,62734,31289.0,700.0,10.08
8908,Germany,Wheat,1990,62734,31289.0,700.0,5.92
8918,Germany,Wheat,1991,67712,32006.0,700.0,9.36
8919,Germany,Wheat,1991,67712,32006.0,700.0,8.79
8920,Germany,Wheat,1991,67712,32006.0,700.0,4.93
8930,Germany,Wheat,1992,59811,29542.0,700.0,10.38
8931,Germany,Wheat,1992,59811,29542.0,700.0,9.84
8932,Germany,Wheat,1992,59811,29542.0,700.0,5.91
8942,Germany,Wheat,1993,65841,25170.0,700.0,9.34
8943,Germany,Wheat,1993,65841,25170.0,700.0,8.57
8944,Germany,Wheat,1993,65841,25170.0,700.0,5.33
8954,Germany,Wheat,1994,67684,26330.0,700.0,10.43
8955,Germany,Wheat,1994,67684,26330.0,700.0,9.73
8956,Germany,Wheat,1994,67684,26330.0,700.0,6.64
8966,Germany,Wheat,1995,68882,30090.0,700.0,9.75
8967,Germany,Wheat,1995,68882,30090.0,700.0,9.16
8968,Germany,Wheat,1995,68882,30090.0,700.0,5.33
8978,Germany,Wheat,1996,72932,31683.0,700.0,7.88
8979,Germany,Wheat,1996,72932,31683.0,700.0,7.42
8980,Germany,Wheat,1996,72932,31683.0,700.0,4.49
8990,Germany,Wheat,1997,72902,30414.0,700.0,9.73
8991,Germany,Wheat,1997,72902,30414.0,700.0,9.27
8992,Germany,Wheat,1997,72902,30414.0,700.0,5.79
9002,Germany,Wheat,1998,72035,33377.0,700.0,10.05
9003,Germany,Wheat,1998,72035,33377.0,700.0,9.31
9004,Germany,Wheat,1998,72035,33377.0,700.0,5.66
9014,Germany,Wheat,1999,75411,30019.0,700.0,10.58
9015,Germany,Wheat,1999,75411,30019.0,700.0,10.02
9016,Germany,Wheat,1999,75411,30019.0,700.0,5.55
9026,Germany,Wheat,2000,72826,35273.17,700.0,10.96
9027,Germany,Wheat,2000,72826,35273.17,700.0,10.12
9028,Germany,Wheat,2000,72826,35273.17,700.0,6.33
9038,Germany,Wheat,2001,78827,33423.49,700.0,9.69
9039,Germany,Wheat,2001,78827,33423.49,700.0,9.19
9040,Germany,Wheat,2001,78827,33423.49,700.0,5.59
9050,Germany,Wheat,2002,69056,34431.72,700.0,10.26
9051,Germany,Wheat,2002,69056,34431.72,700.0,9.86
9052,Germany,Wheat,2002,69056,34431.72,700.0,6.26
9059,Germany,Wheat,2004,81716,34930.37,700.0,9.82
9060,Germany,Wheat,2004,81716,34930.37,700.0,9.48
9061,Germany,Wheat,2004,81716,34930.37,700.0,5.43
9068,Germany,Wheat,2005,74651,36386.27,700.0,9.92
9069,Germany,Wheat,2005,74651,36386.27,700.0,9.58
9070,Germany,Wheat,2005,74651,36386.27,700.0,5.01
9080,Germany,Wheat,2006,72007,38540.15,700.0,10.55
9081,Germany,Wheat,2006,72007,38540.15,700.0,10.15
9082,Germany,Wheat,2006,72007,38540.15,700.0,5.94
9092,Germany,Wheat,2007,69611,40740.64,700.0,10.88
9093,Germany,Wheat,2007,69611,40740.64,700.0,10.37
9094,Germany,Wheat,2007,69611,40740.64,700.0,6.28
9104,Germany,Wheat,2008,80873,43413.01,700.0,10.66
9105,Germany,Wheat,2008,80873,43413.01,700.0,10.04
9106,Germany,Wheat,2008,80873,43413.01,700.0,5.94
9116,Germany,Wheat,2009,78091,39289.43,700.0,10.06
9117,Germany,Wheat,2009,78091,39289.43,700.0,9.61
9118,Germany,Wheat,2009,78091,39289.43,700.0,5.89
9128,Germany,Wheat,2010,72120,40832.42,700.0,8.61
9129,Germany,Wheat,2010,72120,40832.42,700.0,7.97
9130,Germany,Wheat,2010,72120,40832.42,700.0,4.85
9140,Germany,Wheat,2011,70139,43754.35,700.0,10.56
9141,Germany,Wheat,2011,70139,43754.35,700.0,9.73
9142,Germany,Wheat,2011,70139,43754.35,700.0,6.56
9152,Germany,Wheat,2012,73312,45522.5,700.0,9.96
9153,Germany,Wheat,2012,73312,45522.5,700.0,9.2
9154,Germany,Wheat,2012,73312,45522.5,700.0,5.88
9164,Germany,Wheat,2013,79979,43756.1,700.0,10.12
9165,Germany,Wheat,2013,79979,43756.1,700.0,9.17
9166,Germany,Wheat,2013,79979,43756.1,700.0,6.0
9167,Ghana,Cassava,1990,84170,65.8,1187.0,26.73
9171,Ghana,Sorghum,1990,6310,65.8,1187.0,26.73
9173,Ghana,Cassava,1991,106630,65.8,1187.0,26.6
9177,Ghana,Sorghum,1991,9193,65.8,1187.0,26.6
9179,Ghana,Cassava,1992,102591,65.8,1187.0,26.47
9183,Ghana,Sorghum,1992,8422,65.8,1187.0,26.47
9185,Ghana,Cassava,1993,112309,65.8,1187.0,26.67
9189,Ghana,Sorghum,1993,10604,65.8,1187.0,26.67
9191,Ghana,Cassava,1994,115776,65.8,1187.0,26.62
9195,Ghana,Sorghum,1994,10825,65.8,1187.0,26.62
9197,Ghana,Cassava,1995,119924,65.8,1187.0,26.87
9201,Ghana,Sorghum,1995,10765,65.8,1187.0,26.87
9203,Ghana,Cassava,1996,120392,1575.5,1187.0,26.61
9207,Ghana,Sorghum,1996,11245,1575.5,1187.0,26.61
9210,Ghana,Cassava,1997,118777,502.0,1187.0,26.58
9214,Ghana,Sorghum,1997,10278,502.0,1187.0,26.58
9217,Ghana,Cassava,1998,113891,297.78,1187.0,27.28
9221,Ghana,Sorghum,1998,11656,297.78,1187.0,27.28
9224,Ghana,Cassava,1999,122528,114.13,1187.0,26.74
9228,Ghana,Sorghum,1999,9689,114.13,1187.0,26.74
9231,Ghana,Cassava,2000,122812,81.63,1187.0,26.83
9235,Ghana,Sorghum,2000,9692,81.63,1187.0,26.83
9238,Ghana,Cassava,2001,123436,82.0,1187.0,26.76
9242,Ghana,Sorghum,2001,8499,82.0,1187.0,26.76
9245,Ghana,Cassava,2002,122489,89.88,1187.0,26.92
9249,Ghana,Sorghum,2002,9375,89.88,1187.0,26.92
9252,Ghana,Cassava,2004,124228,134.25,1187.0,27.02
9256,Ghana,Sorghum,2004,9627,134.25,1187.0,27.02
9259,Ghana,Cassava,2005,127560,166.16,1187.0,27.06
9263,Ghana,Sorghum,2005,10000,166.16,1187.0,27.06
9266,Ghana,Cassava,2006,122000,771.58,1187.0,27.1
9270,Ghana,Sorghum,2006,9844,771.58,1187.0,27.1
9273,Ghana,Cassava,2007,127640,119.86,1187.0,27.16
9277,Ghana,Sorghum,2007,7427,119.86,1187.0,27.16
9280,Ghana,Cassava,2008,135145,350.83,1187.0,26.98
9284,Ghana,Sorghum,2008,11997,350.83,1187.0,26.98
9287,Ghana,Cassava,2009,138074,378.97,1187.0,27.14
9291,Ghana,Sorghum,2009,13119,378.97,1187.0,27.14
9294,Ghana,Cassava,2010,154330,378.97,1187.0,27.57
9298,Ghana,Sorghum,2010,12846,378.97,1187.0,27.57
9301,Ghana,Cassava,2011,160124,378.97,1187.0,27.11
9305,Ghana,Sorghum,2011,11790,378.97,1187.0,27.11
9308,Ghana,Cassava,2012,167489,378.97,1187.0,26.86
9312,Ghana,Sorghum,2012,12129,378.97,1187.0,26.86
9315,Ghana,Cassava,2013,182704,378.97,1187.0,27.24
9319,Ghana,Sorghum,2013,11369,378.97,1187.0,27.24
9325,Greece,Sorghum,1990,20000,7420.0,652.0,18.05
9328,Greece,Wheat,1990,19332,7420.0,652.0,18.05
9332,Greece,Sorghum,1991,30000,7420.0,652.0,17.07
9335,Greece,Wheat,1991,31183,7420.0,652.0,17.07
9339,Greece,Sorghum,1992,20000,7869.0,652.0,17.13
9342,Greece,Wheat,1992,24315,7869.0,652.0,17.13
9346,Greece,Sorghum,1993,56238,8826.0,652.0,17.53
9349,Greece,Wheat,1993,22952,8826.0,652.0,17.53
9353,Greece,Sorghum,1994,37895,6341.0,652.0,18.47
9356,Greece,Wheat,1994,27510,6341.0,652.0,18.47
9360,Greece,Sorghum,1995,37299,6663.0,652.0,17.82
9363,Greece,Wheat,1995,26341,6663.0,652.0,17.82
9367,Greece,Sorghum,1996,36635,7296.0,652.0,17.46
9370,Greece,Wheat,1996,24149,7296.0,652.0,17.46
9374,Greece,Sorghum,1997,22680,9223.0,652.0,17.35
9377,Greece,Wheat,1997,24172,9223.0,652.0,17.35
9381,Greece,Sorghum,1998,19251,10702.0,652.0,18.15
9384,Greece,Wheat,1998,24379,10702.0,652.0,18.15
9388,Greece,Sorghum,1999,33852,9635.0,652.0,18.82
9391,Greece,Wheat,1999,23910,9635.0,652.0,18.82
9395,Greece,Sorghum,2000,21021,10627.0,652.0,18.2
9398,Greece,Wheat,2000,26666,10627.0,652.0,18.2
9402,Greece,Sorghum,2001,35212,10725.0,652.0,18.67
9405,Greece,Wheat,2001,25096,10725.0,652.0,18.67
9409,Greece,Sorghum,2002,31008,11852.0,652.0,18.33
9412,Greece,Wheat,2002,23432,11852.0,652.0,18.33
9416,Greece,Sorghum,2004,16230,11594.0,652.0,18.07
9419,Greece,Wheat,2004,24757,11594.0,652.0,18.07
9423,Greece,Sorghum,2005,13554,12083.0,652.0,17.91
9426,Greece,Wheat,2005,24058,12083.0,652.0,17.91
9430,Greece,Sorghum,2006,16446,7505.3,652.0,17.78
9433,Greece,Wheat,2006,22859,7505.3,652.0,17.78
9437,Greece,Sorghum,2007,11533,7345.7,652.0,18.67
9440,Greece,Wheat,2007,22353,7345.7,652.0,18.67
9444,Greece,Sorghum,2008,10635,5130.8,652.0,18.61
9447,Greece,Wheat,2008,27769,5130.8,652.0,18.61
9451,Greece,Sorghum,2009,21040,3404.4,652.0,18.52
9454,Greece,Wheat,2009,27436,3404.4,652.0,18.52
9458,Greece,Sorghum,2010,16082,5607.7,652.0,19.3
9461,Greece,Wheat,2010,26044,5607.7,652.0,19.3
9465,Greece,Sorghum,2011,7930,8189.8,652.0,17.67
9468,Greece,Wheat,2011,27004,8189.8,652.0,17.67
9472,Greece,Sorghum,2012,14311,8002.2,652.0,18.82
9475,Greece,Wheat,2012,26650,8002.2,652.0,18.82
9479,Greece,Sorghum,2013,26357,8081.72,652.0,19.36
9482,Greece,Wheat,2013,27777,8081.72,652.0,19.36
9483,Guatemala,Cassava,1990,31400,12004.33,1996.0,19.64
9488,Guatemala,Sorghum,1990,16237,12004.33,1996.0,19.64
9490,Guatemala,Wheat,1990,19983,12004.33,1996.0,19.64
9491,Guatemala,Cassava,1991,29167,12004.33,1996.0,19.91
9496,Guatemala,Sorghum,1991,11759,12004.33,1996.0,19.91
9498,Guatemala,Wheat,1991,20124,12004.33,1996.0,19.91
9499,Guatemala,Cassava,1992,31957,12004.33,1996.0,19.89
9504,Guatemala,Sorghum,1992,12008,12004.33,1996.0,19.89
9506,Guatemala,Wheat,1992,20000,12004.33,1996.0,19.89
9507,Guatemala,Cassava,1993,31806,12004.33,1996.0,19.85
9512,Guatemala,Sorghum,1993,11691,12004.33,1996.0,19.85
9515,Guatemala,Wheat,1993,19924,12004.33,1996.0,19.85
9516,Guatemala,Cassava,1994,32084,12004.33,1996.0,20.08
9521,Guatemala,Sorghum,1994,8355,12004.33,1996.0,20.08
9524,Guatemala,Wheat,1994,21025,12004.33,1996.0,20.08
9525,Guatemala,Cassava,1995,32084,12004.33,1996.0,19.98
9530,Guatemala,Sorghum,1995,11610,12004.33,1996.0,19.98
9533,Guatemala,Wheat,1995,20987,12004.33,1996.0,19.98
9534,Guatemala,Cassava,1996,31918,12004.33,1996.0,19.48
9539,Guatemala,Sorghum,1996,11846,12004.33,1996.0,19.48
9542,Guatemala,Wheat,1996,21020,12004.33,1996.0,19.48
9543,Guatemala,Cassava,1997,31918,11419.53,1996.0,20.16
9548,Guatemala,Sorghum,1997,11825,11419.53,1996.0,20.16
9551,Guatemala,Wheat,1997,20408,11419.53,1996.0,20.16
9552,Guatemala,Cassava,1998,28235,10834.74,1996.0,20.36
9557,Guatemala,Sorghum,1998,11699,10834.74,1996.0,20.36
9560,Guatemala,Wheat,1998,19721,10834.74,1996.0,20.36
9561,Guatemala,Cassava,1999,22731,10249.94,1996.0,19.44
9566,Guatemala,Sorghum,1999,12067,10249.94,1996.0,19.44
9569,Guatemala,Wheat,1999,19633,10249.94,1996.0,19.44
9570,Guatemala,Cassava,2000,22705,9665.14,1996.0,19.47
9575,Guatemala,Sorghum,2000,12057,9665.14,1996.0,19.47
9578,Guatemala,Wheat,2000,20934,9665.14,1996.0,19.47
9579,Guatemala,Cassava,2001,14288,10023.42,1996.0,19.62
9584,Guatemala,Sorghum,2001,13629,10023.42,1996.0,19.62
9587,Guatemala,Wheat,2001,29638,10023.42,1996.0,19.62
9588,Guatemala,Cassava,2002,13713,10381.71,1996.0,19.93
9593,Guatemala,Sorghum,2002,14004,10381.71,1996.0,19.93
9596,Guatemala,Wheat,2002,19146,10381.71,1996.0,19.93
9597,Guatemala,Cassava,2004,14833,11959.92,1996.0,19.85
9602,Guatemala,Sorghum,2004,16502,11959.92,1996.0,19.85
9605,Guatemala,Wheat,2004,20184,11959.92,1996.0,19.85
9606,Guatemala,Cassava,2005,14333,13506.02,1996.0,19.99
9611,Guatemala,Sorghum,2005,16225,13506.02,1996.0,19.99
9614,Guatemala,Wheat,2005,21288,13506.02,1996.0,19.99
9615,Guatemala,Cassava,2006,13834,15951.27,1996.0,19.88
9620,Guatemala,Sorghum,2006,13536,15951.27,1996.0,19.88
9623,Guatemala,Wheat,2006,22712,15951.27,1996.0,19.88
9624,Guatemala,Cassava,2007,13334,22883.17,1996.0,19.9
9629,Guatemala,Sorghum,2007,17498,22883.17,1996.0,19.9
9632,Guatemala,Wheat,2007,22229,22883.17,1996.0,19.9
9633,Guatemala,Cassava,2008,12834,18091.67,1996.0,19.51
9638,Guatemala,Sorghum,2008,16657,18091.67,1996.0,19.51
9641,Guatemala,Wheat,2008,24013,18091.67,1996.0,19.51
9642,Guatemala,Cassava,2009,12531,13276.7,1996.0,19.99
9647,Guatemala,Sorghum,2009,17523,13276.7,1996.0,19.99
9650,Guatemala,Wheat,2009,22131,13276.7,1996.0,19.99
9651,Guatemala,Cassava,2010,12511,14898.25,1996.0,19.85
9656,Guatemala,Sorghum,2010,17398,14898.25,1996.0,19.85
9659,Guatemala,Wheat,2010,20574,14898.25,1996.0,19.85
9660,Guatemala,Cassava,2011,12491,16540.71,1996.0,19.85
9665,Guatemala,Sorghum,2011,17482,16540.71,1996.0,19.85
9668,Guatemala,Wheat,2011,20509,16540.71,1996.0,19.85
9669,Guatemala,Cassava,2012,12470,19726.3,1996.0,19.88
9674,Guatemala,Sorghum,2012,17558,19726.3,1996.0,19.88
9677,Guatemala,Wheat,2012,21677,19726.3,1996.0,19.88
9678,Guatemala,Cassava,2013,12450,20489.4,1996.0,20.37
9683,Guatemala,Sorghum,2013,17290,20489.4,1996.0,20.37
9686,Guatemala,Wheat,2013,20240,20489.4,1996.0,20.37
9687,Guinea,Cassava,1990,72011,80.0,1651.0,27.08
9691,Guinea,Sorghum,1990,16420,80.0,1651.0,27.08
9694,Guinea,Cassava,1991,71630,80.0,1651.0,27.22
9698,Guinea,Sorghum,1991,15715,80.0,1651.0,27.22
9701,Guinea,Cassava,1992,71253,80.0,1651.0,27.02
9705,Guinea,Sorghum,1992,15038,80.0,1651.0,27.02
9708,Guinea,Cassava,1993,70876,21.0,1651.0,27.25
9712,Guinea,Sorghum,1993,14390,21.0,1651.0,27.25
9715,Guinea,Cassava,1994,70505,39.0,1651.0,27.03
9719,Guinea,Sorghum,1994,13768,39.0,1651.0,27.03
9722,Guinea,Cassava,1995,70131,153.0,1651.0,27.23
9726,Guinea,Sorghum,1995,13174,153.0,1651.0,27.23
9729,Guinea,Cassava,1996,69762,157.0,1651.0,27.33
9733,Guinea,Sorghum,1996,12605,157.0,1651.0,27.33
9736,Guinea,Cassava,1997,69393,157.0,1651.0,27.3
9740,Guinea,Sorghum,1997,12060,157.0,1651.0,27.3
9743,Guinea,Cassava,1998,69024,181.35,1651.0,27.63
9747,Guinea,Sorghum,1998,11541,181.35,1651.0,27.63
